fighter_name,Height,Weight,Reach,Stance,DOB
John Albert,"5' 8""",135 lbs.,"68""",,13-Oct-86
John Alessio,"5' 10""",155 lbs.,"72""",Orthodox,5-Jul-79
John Allan,"6' 1""",205 lbs.,,Orthodox,22-Feb-93
John Campetella,"5' 9""",235 lbs.,,Orthodox,
John Castaneda,"5' 7""",135 lbs.,"70""",Switch,18-Dec-91
John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,17-Dec-83
John Clarke,,170 lbs.,,,15-Aug-77
John Cofer,"5' 9""",155 lbs.,"73""",Southpaw,29-Apr-84
John Devine,,,,,
John Dixson,"6' 0""",275 lbs.,,Orthodox,
John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,26-Sep-84
John Donaldson,"5' 8""",145 lbs.,,,9-Jul-92
John Dowdy,,,,,
John Doyle,"5' 11""",205 lbs.,,Orthodox,21-Nov-76
John Elam,,,,,
John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,16-Jul-82
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,5-Jan-79
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,24-Nov-85
John Halverson,"5' 9""",155 lbs.,,Southpaw,8-Sep-72
John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,23-Jul-87
John Hosman,"5' 10""",135 lbs.,,Southpaw,13-Nov-80
John Howard,"5' 7""",170 lbs.,"71""",Orthodox,1-Mar-83
John Kelly,"5' 9""",170 lbs.,,,2-Aug-78
John Kolosci,"5' 11""",185 lbs.,,Orthodox,26-Nov-74
John Kuhner,,170 lbs.,,,12-Oct-82
John Lewis,"6' 0""",155 lbs.,,Southpaw,
John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,12-Jun-90
John Lober,"5' 11""",199 lbs.,,Orthodox,26-Feb-68
John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,19-May-83
John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,3-May-85
John Marsh,"6' 0""",265 lbs.,,Orthodox,15-Sep-70
John Matua,"6' 2""",400 lbs.,,Orthodox,
John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84
John Paul Elias,"6' 4""",205 lbs.,,,
John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,9-Jun-85
John Polakowski,"5' 10""",155 lbs.,,Orthodox,21-Jun-81
John Reedy,"5' 8""",155 lbs.,,,
John Renken,"6' 0""",190 lbs.,,Orthodox,
John Richard,,205 lbs.,,,22-May-82
John Salgado,"5' 10""",170 lbs.,,,
John Salter,"6' 1""",185 lbs.,"74""",Southpaw,21-Mar-85
John Teixeira,"5' 7""",145 lbs.,,Orthodox,18-Nov-86
John Yoo,,135 lbs.,,,
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,6-Jan-83
Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,28-Jun-89
Johnny Cisneros,"5' 11""",170 lbs.,,,5-Feb-80
Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,3-Aug-78
Johnny Rees,"6' 0""",170 lbs.,,Orthodox,21-Oct-82
Johnny Rhodes,"6' 0""",210 lbs.,,Orthodox,
Johnny Sampaio,"5' 8""",170 lbs.,,Orthodox,11-Sep-75
Johnny Walker,"6' 5""",205 lbs.,"82""",Orthodox,30-Mar-92
Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,12-Sep-83
Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,19-Aug-87
Jon Fitch,"6' 0""",170 lbs.,"76""",Orthodox,24-Feb-78
Jon Hess,"6' 7""",295 lbs.,,,
Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,19-Jul-87
Jon Koppenhaver,"5' 11""",170 lbs.,,Orthodox,30-Nov-81
Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,12-Feb-80
Jon Manley,"6' 1""",170 lbs.,"75""",Orthodox,7-Jul-86
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,9-Aug-77
Jon Olav Einemo,"6' 6""",253 lbs.,,Orthodox,10-Dec-75
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,28-Aug-84
Jonatas Novaes,"5' 11""",170 lbs.,,,2-Mar-81
Jonathan  Mix,"6' 0""",168 lbs.,,,9-Nov-80
Jonathan Brookins,"6' 0""",145 lbs.,"73""",Southpaw,13-Aug-85
Jonathan Contrestano,,155 lbs.,,,
Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,13-Jul-79
Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,20-Apr-86
Jonathan Meunier,"6' 3""",170 lbs.,"75""",Switch,4-Aug-87
Jonathan Pearce,"6' 0""",155 lbs.,"71""",Switch,1-May-92
Jonathan Rivera,,155 lbs.,,,
Jonathan Santa Maria,"5' 9""",125 lbs.,,,
Jonathan Wiezorek,"6' 3""",250 lbs.,,Southpaw,10-Feb-78
Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,17-Jul-87
Jonavin Webb,"5' 10""",170 lbs.,"71""",Orthodox,28-Apr-89
Jong Man Kim,"5' 7""",139 lbs.,,Orthodox,3-Mar-78
Jong Wang Kim,"6' 1""",240 lbs.,,,
Jong Won Kim,"5' 7""",139 lbs.,,Orthodox,
Jonny Carson,"5' 10""",155 lbs.,,,
Jonny Goh,"5' 11""",155 lbs.,,,
Jordan Bailey,"5' 9""",145 lbs.,,,
Jordan Dowdy,,170 lbs.,,,
Jordan Espinosa,"5' 6""",125 lbs.,"71""",Orthodox,8-Nov-89
Jordan Goodwin,,155 lbs.,,,
Jordan Griffin,"5' 10""",145 lbs.,"72""",Southpaw,28-Feb-90
Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,18-Nov-88
Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,10-Oct-89
Jordan Parsons,"5' 9""",145 lbs.,,,26-Aug-90
Jordan Radev,"5' 7""",185 lbs.,,Southpaw,28-Sep-76
Jordan Rinaldi,"5' 10""",145 lbs.,"72""",Orthodox,25-Sep-87
Jordan Williams,"6' 0""",170 lbs.,"75""",Southpaw,13-Oct-90
Jordan Wright,"6' 2""",185 lbs.,"77""",Orthodox,7-Oct-91
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,25-Jan-77
Jorge Interiano,"6' 1""",205 lbs.,,,
Jorge Lopez,"5' 10""",170 lbs.,,Orthodox,21-Nov-88
Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,12-Nov-84
Jorge Oliveira,"6' 1""",205 lbs.,,,
Jorge Ortiz,"6' 0""",185 lbs.,,Orthodox,
Jorge Patino,"5' 8""",170 lbs.,,Orthodox,5-Aug-73
Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,28-Feb-72
Jorge Santiago,"6' 1""",170 lbs.,"74""",Orthodox,9-Oct-80
Jorge de Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,22-Jan-80
Jorgen Kruth,"6' 2""",205 lbs.,,,8-May-74
Jose Aldo,"5' 7""",145 lbs.,"70""",Orthodox,9-Sep-86
Jose Barreto,,185 lbs.,,Southpaw,
Jose Canseco,"6' 4""",240 lbs.,,Orthodox,2-Jul-64
Jose Landi-Jons,"5' 11""",170 lbs.,,Orthodox,9-Sep-73
Jose Maria,"5' 5""",125 lbs.,,Orthodox,4-Jan-82
Jose Palacios,"5' 9""",145 lbs.,,Orthodox,
Jose Perez,,,,,
Jose Quinonez,"5' 8""",135 lbs.,"69""",,28-Jul-90
Jose Santibanez,,155 lbs.,,,18-Jan-80
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,2-Aug-92
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,31-Jul-84
Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,22-Aug-94
Joseph Sandoval,"5' 7""",135 lbs.,,Southpaw,11-May-86
Joseph Solecki,"5' 9""",155 lbs.,"71""",Orthodox,27-Aug-93
Josh Appelt,"5' 10""",255 lbs.,"73""",Southpaw,19-Jun-83
Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,10-Nov-77
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,23-Apr-80
Josh Bumgarner,"6' 1""",170 lbs.,,,
Josh Burns,"6' 1""",244 lbs.,,,15-May-78
Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,11-Jul-81
Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,20-Oct-82
Josh Diekmann,"5' 4""",246 lbs.,,,9-Oct-76
Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,4-Mar-85
Josh Epps,,130 lbs.,,,23-Aug-86
Josh Ferguson,"5' 5""",125 lbs.,"66""",Orthodox,13-May-88
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,14-Oct-88
Josh Haynes,"5' 9""",170 lbs.,,Orthodox,30-Jul-77
Josh Hendricks,"6' 2""",235 lbs.,,Southpaw,28-Aug-76
Josh Janousek,"5' 11""",185 lbs.,"73""",Orthodox,25-Sep-80
Josh Jarvis,,,,,
Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,30-Nov-77
Josh LaBerge,"5' 10""",145 lbs.,,,
Josh McDonald,,185 lbs.,,,
Josh Neal,"6' 0""",185 lbs.,,,
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,24-Mar-83
Josh Paiva,"5' 6""",125 lbs.,,,5-Apr-91
Josh Parisian,"6' 4""",265 lbs.,,Orthodox,28-Jun-89
Josh Pulsifer,"5' 10""",145 lbs.,,,16-Mar-83
Josh Rafferty,"6' 0""",170 lbs.,,Orthodox,6-Jan-81
Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,14-Mar-88
Josh San Diego,"5' 10""",135 lbs.,,,
Josh Shockley,"6' 1""",155 lbs.,"74""",Orthodox,15-Nov-89
Josh Shockman,"6' 4""",235 lbs.,,Southpaw,29-Dec-80
Josh Smith,"6' 0""",155 lbs.,,Orthodox,2-Jul-82
Josh Stansbury,"6' 2""",205 lbs.,"74""",,19-Nov-84
Josh Stuart,"5' 9""",160 lbs.,,,
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78
Josh Thornburg,"6' 0""",170 lbs.,,,24-May-84
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,10-Apr-80
Joshua Sampo,"5' 4""",125 lbs.,"64""",Orthodox,24-Jul-84
Journey Newson,,135 lbs.,,,7-Mar-89
Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,16-Jan-92
Juan Alcain,,,,,
Juan Espino,"6' 4""",250 lbs.,"82""",,9-Oct-80
Juan Miranda,,155 lbs.,,,
Juan Mott,"6' 0""",190 lbs.,,Switch,
Juan Puig,"5' 9""",145 lbs.,"72""",Orthodox,23-Apr-89
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,16-Aug-77
Julia Avila,"5' 4""",135 lbs.,,,11-May-88
Julia Budd,"5' 7""",145 lbs.,"67""",,4-Jul-83
Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,31-Jul-89
Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,8-May-90
Julian Sanchez,"6' 3""",300 lbs.,,Orthodox,
Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,15-Mar-82
Julianna Pena,"5' 6""",135 lbs.,"69""",,19-Aug-89
Julie Kedzie,"5' 5""",135 lbs.,"64""",Orthodox,18-Mar-81
Julija Stoliarenko,"5' 7""",145 lbs.,"66""",,8-Apr-93
Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,27-Oct-89
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,25-Apr-94
Julio Paulino,"6' 0""",170 lbs.,,Orthodox,4-Dec-75
Jumabieke Tuerxun,"5' 7""",135 lbs.,"67""",Orthodox,17-Apr-86
Jun Yong Park,"6' 0""",170 lbs.,,,27-Feb-91
Junie Browning,"5' 9""",155 lbs.,,Orthodox,12-May-84
Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,15-Mar-91
Junior Assuncao,"5' 9""",145 lbs.,"72""",Orthodox,24-Jun-81
Junior Barata,"5' 10""",170 lbs.,,Orthodox,25-Jan-82
Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,30-Jan-84
Junior Hernandez,"5' 9""",135 lbs.,"69""",Orthodox,22-Jul-86
Junya Kudo,,135 lbs.,,Orthodox,
Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,14-Apr-85
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,22-Aug-83
Justin Davis,"5' 11""",205 lbs.,,,1-Apr-83
Justin DeMoney,,170 lbs.,,,1-Jul-85
Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,26-Jan-83
Justin Eilers,"6' 1""",235 lbs.,,Orthodox,28-Jun-78
Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,15-Jun-89
Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,14-Nov-88
Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,28-Apr-91
Justin Governale,,145 lbs.,,,
Justin Guthrie,"6' 1""",170 lbs.,,,19-Jan-81
Justin Haskins,"5' 10""",170 lbs.,,Orthodox,30-Aug-79
Justin Hawes,"5' 11""",205 lbs.,,,13-Jan-79
Justin James,"5' 10""",155 lbs.,,Orthodox,8-Nov-76
Justin Jones,"5' 11""",185 lbs.,"78""",Orthodox,6-Sep-87
Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,15-May-90
Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,28-Sep-88
Justin Levens,"5' 11""",185 lbs.,,Orthodox,18-Apr-80
Justin Martin,"6' 0""",185 lbs.,,,
Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,18-Feb-76
Justin McElfresh,"6' 6""",205 lbs.,,Orthodox,4-Jan-80
Justin Patterson,"5' 10""",170 lbs.,,,7-Dec-85
Justin Pennington,"5' 4""",,,,
Justin Robbins,"5' 5""",135 lbs.,,,29-Jul-80
Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,13-Mar-82
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,2-May-92
Justin Smitley,,145 lbs.,,,
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,16-Nov-89
Justin Wilcox,"5' 6""",155 lbs.,,Orthodox,12-Mar-79
Justin Willis,"6' 1""",264 lbs.,"78""",Southpaw,19-Jul-87
Justin Wren,"6' 2""",265 lbs.,,Orthodox,27-Apr-87
Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,13-Apr-88
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,30-Nov-70
KJ Noons,"5' 10""",155 lbs.,"72""",Orthodox,7-Dec-82
Kai Kara-France,"5' 5""",125 lbs.,"69""",Orthodox,26-Mar-93
Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,11-Apr-91
Kain Royer,,185 lbs.,,,
Kaitlin Young,"5' 9""",135 lbs.,,Orthodox,15-Sep-85
Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,21-Apr-84
Kaleo Kwan,"5' 7""",155 lbs.,,,1-Aug-70
Kali Robbins,"5' 3""",115 lbs.,"63""",Orthodox,5-Jul-84
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,6-Jan-75
Kalindra Faria,"5' 7""",125 lbs.,,Switch,23-Jul-86
Kaline Medeiros,"5' 3""",115 lbs.,,,
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,27-Aug-72
Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,11-May-87
Kamuela Kirk,"5' 9""",145 lbs.,,,13-Apr-94
Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,18-Dec-86
Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,9-Mar-89
Karl Amoussou,"5' 11""",185 lbs.,,Orthodox,21-Nov-85
Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,27-Oct-88
Karl Roberson,"6' 1""",205 lbs.,"74""",Southpaw,4-Oct-90
Karl Willis,,,,,
Karla Benitez,"5' 3""",113 lbs.,,,
Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,3-Jul-85
Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,28-Aug-82
Karol Rosa,"5' 6""",135 lbs.,,,30-Dec-94
Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,15-Oct-85
Katlyn Chookagian,"5' 9""",125 lbs.,"68""",Orthodox,28-Dec-88
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,31-Oct-73
Katsuhisa Fujii,"6' 0""",205 lbs.,,Orthodox,15-Aug-72
Katsunori Kikuno,"5' 8""",145 lbs.,"66""",Orthodox,31-Oct-81
Katsuya Inoue,"5' 9""",168 lbs.,,Southpaw,10-Aug-79
Katsuyori Shibata,"6' 0""",168 lbs.,,Orthodox,17-Nov-79
Kazuhiro Hamanaka,"6' 0""",185 lbs.,,Southpaw,24-Oct-78
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,16-Jul-79
Kazuhisa Watanabe,"5' 6""",139 lbs.,,,18-May-83
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,4-Mar-87
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,29-Nov-73
Kazunori Yokota,"5' 8""",154 lbs.,,Orthodox,3-Apr-78
Kazuo Misaki,"5' 8""",183 lbs.,,Orthodox,25-Apr-76
Kazushi Sakuraba,"6' 0""",185 lbs.,,Southpaw,14-Jul-69
Kazuyuki Fujita,"6' 0""",235 lbs.,,Orthodox,16-Oct-70
Kazuyuki Miyata,"5' 8""",139 lbs.,,Orthodox,
Keenan Raymond,,165 lbs.,,,
Keigo Kunihara,"6' 0""",235 lbs.,,Orthodox,
Keiichiro Yamamiya,"5' 11""",185 lbs.,,Southpaw,12-Jul-72
Keisuke Fujiwara,"5' 6""",139 lbs.,,Switch,
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,22-May-84
Keith Berish,"6' 0""",205 lbs.,"73""",Orthodox,14-Nov-85
Keith Berry,"6' 1""",185 lbs.,,,25-Oct-87
Keith Hackney,"5' 11""",200 lbs.,,Sideways,
Keith Jardine,"6' 2""",185 lbs.,"76""",Orthodox,31-Oct-75
Keith Mielke,"5' 8""",185 lbs.,,,
Keith Rockel,"6' 0""",185 lbs.,,Orthodox,
Keith Wisniewski,"6' 0""",170 lbs.,"75""",Orthodox,25-Oct-81
Kelly Dullanty,"5' 8""",155 lbs.,,Orthodox,4-Nov-77
Kelly Faszholz,"5' 8""",135 lbs.,"67""",Orthodox,9-Apr-85
Kelly Kobold,"5' 6""",135 lbs.,,Orthodox,25-Feb-83
Kelly Velasco,"5' 9""",135 lbs.,,Orthodox,21-May-95
Kelvin Gastelum,"5' 9""",185 lbs.,"71""",Southpaw,24-Oct-91
Kemran Lachinov,,170 lbs.,,,
Ken Kaneko,"6' 0""",161 lbs.,,Orthodox,
Ken Shamrock,"6' 1""",205 lbs.,"72""",Orthodox,11-Feb-64
Ken Stone,"5' 8""",135 lbs.,"71""",,8-Oct-82
Kendall Grove,"6' 6""",185 lbs.,"79""",Orthodox,12-Nov-82
Kengo Ura,"5' 9""",165 lbs.,,,20-Jun-81
Kengo Watanabe,"6' 4""",220 lbs.,,Orthodox,31-Jan-76
Kenichi Yamamoto,"6' 0""",170 lbs.,,Orthodox,11-Jul-76
Kenji Arai,"5' 10""",145 lbs.,,Southpaw,5-Oct-79
Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,4-Nov-76
Kenneth Alexander,"5' 9""",155 lbs.,,Orthodox,25-Sep-77
Kenneth Bergh,"6' 2""",205 lbs.,"76""",Orthodox,26-Jun-89
Kenneth Seegrist,"6' 0""",185 lbs.,,Orthodox,
Kenny Florian,"5' 10""",145 lbs.,"74""",Southpaw,26-May-76
Kenny Giddens,"5' 11""",155 lbs.,,,
Kenny Robertson,"5' 10""",170 lbs.,"74""",Orthodox,14-Feb-84
Kenyon Jackson,"6' 0""",185 lbs.,,,
Kerry Schall,"6' 2""",265 lbs.,,Orthodox,9-Aug-71
Kerry Vera,"5' 7""",135 lbs.,,Orthodox,
Kestutis Smirnovas,"5' 10""",200 lbs.,,Orthodox,
Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,26-Aug-91
Kevin Aguilar,"5' 7""",145 lbs.,"73""",Orthodox,7-Sep-88
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,3-Mar-80
Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,15-Jun-81
Kevin Engel,"6' 2""",170 lbs.,,,
Kevin Ferguson,"6' 2""",235 lbs.,,Orthodox,8-Feb-74
Kevin Gray,"5' 4""",125 lbs.,"67""",Orthodox,3-May-85
Kevin Haley,"6' 2""",205 lbs.,,,
Kevin Holland,"6' 3""",185 lbs.,"81""",Orthodox,5-Nov-92
Kevin Jackson,"5' 10""",199 lbs.,,Switch,
Kevin Jordan,"6' 3""",245 lbs.,,Orthodox,31-Dec-70
Kevin Knabjian,"5' 10""",170 lbs.,,Orthodox,5-Jul-84
Kevin Lee,"5' 9""",170 lbs.,"77""",Orthodox,4-Sep-92
Kevin Randleman,"5' 10""",205 lbs.,,Orthodox,10-Aug-71
Kevin Roddy,"5' 11""",145 lbs.,,,
Kevin Rosier,"6' 4""",275 lbs.,,Orthodox,
Kevin Souza,"6' 0""",145 lbs.,"74""",Orthodox,17-Oct-84
Kevin Syler,"5' 9""",155 lbs.,,,29-Jul-93
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88
Khadis Ibragimov,"6' 2""",205 lbs.,,,21-May-95
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,15-Feb-92
Khalil Rountree Jr.,"6' 1""",205 lbs.,"76""",Southpaw,26-Feb-90
Khomkrit Niimi,"5' 2""",125 lbs.,,,
Kier Gooch,,155 lbs.,,,21-Apr-86
Kiichi Kunimoto,"5' 10""",170 lbs.,"71""",Orthodox,1-May-81
Kim Couture,"5' 8""",135 lbs.,,Orthodox,18-Dec-75
Kim In Seok,"5' 6""",145 lbs.,,Orthodox,
Kimo Leopoldo,"6' 3""",235 lbs.,,Orthodox,5-Jan-68
Kin Moy,"5' 5""",135 lbs.,,,
Kiril Sidelnikov,"5' 11""",230 lbs.,,,17-Aug-88
Kit Cope,"6' 0""",170 lbs.,,Orthodox,17-Mar-77
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,17-Dec-69
Klayton Mai,"5' 9""",125 lbs.,,,30-Nov-86
Klidson Abreu,"6' 0""",235 lbs.,"74""",Orthodox,24-Dec-92
Koichiro Matsumoto,"5' 7""",145 lbs.,,,7-Mar-86
Koji Kitao,"6' 7""",350 lbs.,,Southpaw,12-Oct-63
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,31-May-77
Konstantin Erokhin,"5' 11""",230 lbs.,"73""",Orthodox,31-Jan-83
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,27-May-77
Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,24-Sep-81
Krishaun Gilmore,,,,,
Kristian Rothaermel,"6' 0""",205 lbs.,,Open Stance,31-Jan-72
Kristof Midoux,"6' 1""",220 lbs.,,Orthodox,30-Jul-74
Kron Gracie,"5' 9""",145 lbs.,"70""",Southpaw,11-Jul-88
Krzysztof Jotko,"6' 1""",185 lbs.,"77""",Southpaw,19-Aug-89
Krzysztof Soszynski,"6' 1""",205 lbs.,"77""",Open Stance,2-Aug-77
Kultar Gill,"6' 0""",154 lbs.,,Orthodox,24-Mar-79
Kuniyoshi Hironaka,"5' 10""",168 lbs.,"70""",Orthodox,17-Jun-76
Kurt Holobaugh,"5' 11""",155 lbs.,"70""",Orthodox,8-Sep-86
Kurt Osiander,,185 lbs.,,,
Kurt Pellegrino,"5' 8""",155 lbs.,"70""",Orthodox,7-May-79
Kwan Ho Kwak,"5' 5""",135 lbs.,"70""",Switch,18-Jun-89
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87
Kyle Bolt,"6' 2""",185 lbs.,,,
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82
Kyle Daukaus,"6' 3""",185 lbs.,"76""",Southpaw,27-Feb-93
Kyle Dietz,"5' 8""",135 lbs.,,Orthodox,29-Apr-86
Kyle Jensen,"5' 9""",170 lbs.,,Orthodox,20-Jul-79
Kyle Kingsbury,"6' 4""",205 lbs.,"76""",Orthodox,22-Mar-82
Kyle Kurtz,,170 lbs.,,,
Kyle Levinton,,,,,
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,20-Apr-91
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80
Kyle Prepolec,"5' 10""",170 lbs.,"70""",Southpaw,30-Aug-89
Kyle Stewart,"6' 2""",170 lbs.,"76""",Orthodox,31-Jan-89
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,
Kyle Watson,"6' 0""",155 lbs.,,,9-Aug-79
Kyler Phillips,"5' 8""",135 lbs.,,Orthodox,12-Jun-95
Kyoji Horiguchi,"5' 5""",125 lbs.,"66""",Orthodox,12-Oct-90
Kyosuke Sasaki,"5' 7""",183 lbs.,,Southpaw,
Kyung Ho Kang,"5' 9""",135 lbs.,"73""",Orthodox,9-Sep-87
LC Davis,"5' 8""",135 lbs.,"69""",Southpaw,28-Oct-80
Lacey Schuckman,"5' 3""",125 lbs.,,,
Lance Benoist,"5' 11""",170 lbs.,"73""",Southpaw,26-Aug-88
Lance Gibson,"5' 9""",185 lbs.,,Orthodox,20-Nov-70
Lance Lawrence,"6' 0""",145 lbs.,,,26-Jun-93
Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,14-Mar-92
Landon Showalter,"6' 0""",185 lbs.,,,14-Jun-76
Larissa Pacheco,"5' 7""",135 lbs.,"69""",Orthodox,7-Sep-94
Larry Cureton,"6' 2""",240 lbs.,,Orthodox,
Larry Parker,"5' 11""",205 lbs.,,Orthodox,
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,27-Feb-93
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91
Lauren Murphy,"5' 7""",125 lbs.,"67""",Orthodox,27-Jul-83
Lavar Johnson,"6' 4""",240 lbs.,"82""",Orthodox,11-Jun-77
Laverne Clark,"5' 11""",170 lbs.,,Orthodox,2-Dec-73
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89
Leah Letson,"5' 7""",145 lbs.,"71""",,21-Aug-92
Leandro Issa,"5' 7""",135 lbs.,"69""",Orthodox,19-Sep-83
Leandro Silva,"5' 9""",155 lbs.,"72""",Orthodox,11-Nov-85
Lee Brousseau,"6' 1""",205 lbs.,,,4-Oct-74
Lee Gibson,"5' 7""",155 lbs.,,,
Lee Higgins,,155 lbs.,,,14-Jul-80
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,
Lee Murray,"6' 3""",185 lbs.,,Orthodox,12-Sep-77
Leigh Remedios,"5' 7""",155 lbs.,,Orthodox,13-Jan-76
Leiticia Pestova,"5' 6""",135 lbs.,,Orthodox,15-Jan-84
Lemont Davis,"5' 8""",170 lbs.,,Orthodox,
Len Bentley,"5' 9""",155 lbs.,,,30-Nov-82
